Q1	I23	" +++ADD "
Q2	I48	" +++ADD "
Q3	I2	" +++ADD "
Q4	I94	" +++ADD "
Q6	I58	" +++ADD "
Q9	I87	" +++ADD "
Q13	I40	" +++ADD "
Q14	I63	" +++ADD "
Q23	I67	" +++ADD "
Q24	I66	" +++ADD "
Q25	I41	" +++ADD "
Q28	I14	" +++ADD "
Q30	I16	" +++ADD "
Q37	I56	" +++ADD "
Q37	I62	" +++ADD "
Q37	I73	" +++ADD "
Q45	I79	" +++ADD "
Q45	I88	" +++ADD "
Q56	I26	" +++ADD "
Q78	I37	" +++ADD "
Q240	I64	" +++ADD "
Q372	I78	" +++ADD "
