82921.51	0.0	0.0	4	46.985851000000004	1
208649.595	0.0	0.0	4	1.800111	2
82915.8575	0.0	0.0	4	4.135729	2
268605.13	0.0	0.0	4	2.42501	3
8165.0525	0.0	0.0	4	3.408868	4
208720.425	0.0	0.0	5	5.629955	5
238604.62	0.0	0.0	6	11.307959	6
82912.7475	0.0	0.0	4	9.892787	6
268603.42	0.0	0.0	8	18.313977	7
238605.6175	0.0	0.0	6	31.203318	8
268606.5725	0.0	0.0	13	34.03338	9
113167.315	0.0	0.0	4	16.265807000000002	10
27539.24	0.0	0.0	4	14.272107	11
56843.4075	0.0	0.0	4	65.34285	12
33834.7325	0.0	0.0	4	17.710868	13
27538.1475	0.0	0.0	4	10.436955000000001	13
82925.54	0.0	0.0	4	9.909828000000001	13
56835.4	0.0	0.0	4	10.04196	13
58728.72	0.0	0.0	4	13.310316	14
58509.37	0.0	0.0	4	29.618023	14
268605.1325	0.0	0.0	10	22.214775000000003	15
7488.015	0.0	0.0	4	20.018549999999998	16
123494.7225	0.0	0.0	4	35.176187	17
208723.8875	0.0	0.0	9	67.718132	18
8163.1525	0.0	0.0	4	83.037509	18
82932.8775	0.0	0.0	4	64.238313	18
268603.765	0.0	0.0	11	206.421365	19
56834.0825	0.0	0.0	4	198.714739	19
113202.69	0.0	0.0	4	204.970717	20
2826.6525	0.0	0.0	4	205.347552	21
49334.125	0.0	0.0	5	208.888272	22
208633.9825	0.0	0.0	9	208.68575099999998	22
82928.025	0.0	0.0	4	201.435295	22
321.16868	0.0	557754.291969	4	201.91243	22
248.88868	0.0	0.0	4	200.11566299999998	22
208702.8475	0.0	0.0	9	203.258597	22
123494.715	0.0	0.0	4	204.535214	23
321.16868	0.0	0.0	4	201.768555	23
106961.56	0.0	0.0	5	205.506787	24
113203.8025	0.0	0.0	4	201.962145	24
279.00118	0.0	0.0	4	201.167967	24
175.73618	0.0	0.0	4	201.0769	24
58509.6125	0.0	0.0	4	203.975675	24
146.20868	0.0	0.0	4	199.572342	24
5004.26128	0.0	209108.077222	4	201.48138899999998	24
15.39118	0.0	0.0	4	201.465194	24
8164.41	0.0	0.0	5	204.649186	25
135481.725	0.0	0.0	5	198.604116	26
171.73118	0.0	0.0	4	197.932576	26
56834.07	0.0	0.0	6	203.459723	27
156.14868	0.0	0.0	4	198.70468799999998	27
135471.855	0.0	0.0	5	200.006163	27
135474.3225	0.0	0.0	5	209.846149	28
182.61618	0.0	0.0	4	204.73103799999998	28
56838.3125	0.0	0.0	6	203.655266	28
238597.4	0.0	0.0	11	209.605359	29
405.8669	0.0	292478.31115	6	201.588384	29
208741.1375	0.0	0.0	5	202.937624	30
874.13272	0.0	1477273.866879	9	199.996389	30
180.72618	0.0	0.0	4	195.51314299999999	30
253.79368	0.0	0.0	4	201.660458	30
135483.2325	0.0	0.0	6	215.438397	31
