Q1	I0	" +++ADD "
Q2	I1	" +++ADD "
Q3	I2	" +++ADD "
Q4	I3	" +++ADD "
Q5	I4	" +++ADD "
Q6	I5	" +++ADD "
Q9	I6	" +++ADD "
Q11	I7	" +++ADD "
Q11	I13	" +++ADD "
Q14	I8	" +++ADD "
Q15	I9	" +++ADD "
Q15	I10	" +++ADD "
Q15	I12	" +++ADD "
Q19	I11	" +++ADD "
Q35	I14	" +++ADD "
Q39	I15	" +++ADD "
Q41	I16	" +++ADD "
Q48	I17	" +++ADD "
Q64	I18	" +++ADD "
Q65	I19	" +++ADD "
Q82	I20	" +++ADD "
Q129	I22	" +++ADD "
Q161	I23	" +++ADD "
Q161	I26	" +++ADD "
Q176	I25	" +++ADD "
Q710	I30	" +++ADD "
