82913.095	0.0	0.0	82913.095	4	56.067406	1
268619.247643	0.0	0.0	268619.247643	6	2.877271	3
276025.615	0.0	0.0	276025.615	6	5.934722	5
42621.6675	0.0	0.0	42621.6675	14	25.723644	9
208647.165	0.0	0.0	208647.165	4	24.919406	10
238605.07	0.0	0.0	238605.07	6	84.922246	11
7173.32	0.0	0.0	7173.32	6	17.285697	12
29156.0775	0.0	0.0	29156.0775	4	13.640222	13
56915.4575	0.0	0.0	56915.4575	4	13.775984	14
210415.425	0.0	0.0	210415.425	5	39.454935	14
268612.1275	0.0	0.0	268612.1275	5	107.857738	15
107751.77875	0.0	0.0	107751.77875	4	18.063398	16
100314.88416	0.0	0.0	100314.88416	8	20.108776	18
238776.925	0.0	0.0	238776.925	5	87.024613	19
211056.7275	0.0	0.0	211056.7275	6	28.005628	20
154487.893146	0.0	0.0	154487.893146	5	92.182748	21
82932.945	0.0	0.0	82932.945	5	86.916503	21
61357.496574	0.0	0.0	61357.496574	14	24.317691	24
58509.845	0.0	0.0	58509.845	6	94.229248	25
27538.1025	0.0	0.0	27538.1025	5	93.237845	26
341332.14	0.0	0.0	341332.14	10	101.694506	27
160126.847047	0.0	0.0	160126.847047	42	258.605804	29
18877.41125	0.0	0.0	18877.41125	5	258.812809	31
210415.425	0.0	0.0	210415.425	7	199.016392	31
56927.995	0.0	0.0	56927.995	5	199.481796	31
82917.0725	0.0	0.0	82917.0725	6	145.443	31
238597.315	0.0	0.0	238597.315	8	293.846519	32
315492.24	0.0	0.0	315492.24	14	424.04305	33
135486.8575	0.0	0.0	135486.8575	4	420.754302	34
83378.88878	0.0	217900.202222	89878.09568	26	442.200313	36
226547.230692	0.0	0.0	226547.230692	10	388.792849	36
5922.27	0.0	0.0	5922.27	5	385.609688	37
82914.09	0.0	0.0	82914.09	7	376.732883	37
1597.92868	0.0	557754.291969	83016.585	7	401.691681	37
4184.60128	0.0	0.0	58756.255	7	349.61391	37
210719.9025	0.0	0.0	210719.9025	5	448.472763	38
97022.45	0.0	0.0	97022.45	6	333.664881	39
8503.9375	0.0	0.0	8503.9375	5	350.792746	40
123494.715	0.0	0.0	123494.715	4	357.819441	41
137797.5875	0.0	0.0	137797.5875	5	410.966832	42
167799.23636	0.0	0.0	190028.18988	8	358.093474	42
27.10868	0.0	0.0	82913.605	7	336.544388	42
27643.227199	0.0	0.0	131194.502285	42	345.777081	42
174567.83628	0.0	0.0	229139.37	12	344.770589	43
244.64118	0.0	0.0	82927.9975	7	366.186707	43
133.14118	0.0	0.0	82920.4975	7	355.838594	43
254502.014836	0.0	0.0	254502.014836	20	353.713598	46
113166.9375	0.0	0.0	113166.9375	4	287.869611	47
83.28368	0.0	0.0	82917.18	7	347.433609	47
208723.3225	0.0	0.0	208723.3225	7	349.520881	48
143.14868	0.0	0.0	82921.165	7	349.405789	48
105883.459727	0.0	0.0	105883.459727	16	307.754918	51
468091.015	0.0	0.0	468091.015	7	352.674708	52
116.23118	0.0	0.0	82919.5075	7	337.562323	52
29839.4125	0.0	0.0	29839.4125	6	359.401101	53
351483.8425	0.0	0.0	351483.8425	12	289.151538	54
297754.84625	0.0	0.0	297754.84625	37	330.173322	57
75335.950036	0.0	0.0	75335.950036	62	376.039554	58
56841.6875	0.0	0.0	56841.6875	8	291.584369	58
279.00118	0.0	0.0	82930.0375	7	349.911126	58
60726.9625	0.0	0.0	60726.9625	8	361.829463	60
136549.309514	0.0	0.0	136549.309514	12	298.129184	60
247733.273384	0.0	31306.640474	254841.572104	142	342.653697	62
123494.715	0.0	0.0	123494.715	5	291.200829	63
108320.1325	0.0	0.0	108320.1325	4	374.576891	64
106962.045	0.0	0.0	106962.045	6	354.718125	65
134.46868	0.0	0.0	82920.645	7	289.867507	65
91354.9225	0.0	0.0	91354.9225	7	364.899202	66
62946.875003	0.0	0.0	128980.7325	32	289.601001	68
113151.76	0.0	0.0	113151.76	6	341.870419	69
12814.9519	0.0	305662.99865	56968.9475	9	290.246855	70
9639.33503	0.0	0.0	61501.78875	8	354.38291	71
135689.0675	0.0	0.0	135689.0675	6	292.801487	72
8669.1244	0.0	0.0	65112.345	18	346.017314	74
239185.575	0.0	0.0	239185.575	7	300.192996	75
14483.512601	0.0	0.0	65517.216921	110	360.005328	76
319386.906167	0.0	0.0	319386.906167	18	292.985288	77
88151.1675	0.0	0.0	88151.1675	5	356.28275	78
19085.0375	0.0	0.0	19085.0375	6	302.111275	79
121902.80625	0.0	0.0	121902.80625	10	350.986333	81
2293803.12636	0.0	0.0	2351273.52508	9	290.509723	82
43465.1325	0.0	0.0	43465.1325	14	350.227632	84
5814.40618	0.0	0.0	83293.0825	7	300.693022	84
273161.013112	0.0	0.0	273161.013112	118	362.926458	86
239098.535	0.0	0.0	239098.535	8	289.981757	87
210101.5925	0.0	0.0	210101.5925	7	289.247629	88
33834.0925	0.0	0.0	33834.0925	8	358.637648	89
95.11938	0.0	62864.732588	27538.1025	8	291.694428	89
7492.515	0.0	0.0	7492.515	5	372.577603	91
419.76128	0.0	0.0	58509.495	9	290.50358	91
8.87118	0.0	0.0	82912.4675	7	358.530094	91
46366.871346	0.0	0.0	69098.806194	110	284.379176	93
6310.36618	0.0	0.0	83325.5225	7	282.186588	93
7488.015	0.0	0.0	7488.015	5	348.851005	94
104151.52503	0.0	0.0	154255.04563	21	293.600416	94
4595.96128	0.0	0.0	58783.295	9	369.009509	94
108320.1325	0.0	0.0	108320.1325	5	290.762524	94
7593.24374	0.0	0.0	29038.4	9	298.847389	95
318400.1925	0.0	0.0	318400.1925	12	365.816017	96
40259.1025	0.0	0.0	40259.1025	16	292.208425	97
48.99118	0.0	0.0	82915.1475	7	349.672852	97
343500.5531	0.0	0.0	361149.043156	234	319.78079	99
135111.39878	0.0	0.0	193201.3325	16	305.358954	99
295198.07572	0.0	0.0	295198.07572	46	389.124434	100
10817.17711	0.0	0.0	10817.17711	8	315.760152	101
117266.50625	0.0	0.0	117266.50625	10	305.510638	103
88151.1675	0.0	0.0	88151.1675	5	365.559301	103
51806.895196	0.0	1329285.480405	238601.7475	16	305.996704	104
173.59868	0.0	0.0	82923.215	7	315.861834	104
88151.1675	0.0	0.0	88151.1675	5	398.945985	104
208630.42	0.0	0.0	208630.42	11	305.20755	104
5464.96128	0.0	0.0	58840.295	9	313.344639	104
265597.40315	0.0	0.0	313899.79375	30	364.937474	104
106963.835	0.0	0.0	106963.835	7	306.471313	105
238902.26	0.0	0.0	238902.26	6	326.920333	106
188448.33	0.0	0.0	188448.33	92	386.200232	109
211317.79	0.0	0.0	211317.79	10	318.709775	110
200.29118	0.0	0.0	82924.8475	7	366.655729	110
107885.42729	0.0	0.0	107885.42729	18	316.813575	112
8.48522	0.0	0.0	208591.6025	12	305.226824	112
307766.9294	0.0	0.0	353150.725	38	316.801275	112
8542.699404	0.0	0.0	8542.699404	56	385.146536	116
38448.81096	0.0	0.0	49342.31656	18	306.016259	117
209959.915	0.0	0.0	209959.915	10	316.429744	117
