Q1	I0	" +++ADD "
Q2	I56	" +++ADD "
Q2	I179	" +++ADD "
Q5	I24	" +++ADD "
Q6	I186	" +++ADD "
Q11	I121	" +++ADD "
Q11	I137	" +++ADD "
Q12	I144	" +++ADD "
Q13	I52	" +++ADD "
Q14	I26	" +++ADD "
Q15	I12	" +++ADD "
Q19	I13	" +++ADD "
Q22	I15	" +++ADD "
Q27	I87	" +++ADD "
Q30	I50	" +++ADD "
Q39	I142	" +++ADD "
Q56	I163	" +++ADD "
Q58	I112	" +++ADD "
Q64	I127	" +++ADD "
Q68	I128	" +++ADD "
Q105	I117	" +++ADD "
Q114	I116	" +++ADD "
Q122	I156	" +++ADD "
