Q1	I0	" +++ADD "
Q2	I2	" +++ADD "
Q3	I52	" +++ADD "
Q5	I37	" +++ADD "
Q5	I49	" +++ADD "
Q8	I6	" +++ADD "
Q8	I44	" +++ADD "
Q8	I63	" +++ADD "
Q8	I66	" +++ADD "
Q14	I53	" +++ADD "
Q18	I12	" +++ADD "
Q21	I35	" +++ADD "
Q21	I67	" +++ADD "
Q24	I19	" +++ADD "
Q38	I21	" +++ADD "
Q45	I23	" +++ADD "
Q52	I42	" +++ADD "
Q93	I39	" +++ADD "
Q109	I57	" +++ADD "
Q602	I68	" +++ADD "
Q835	I70	" +++ADD "
