8502.1775	0.0	0.0	4	10.853176	1
208613.2275	0.0	0.0	4	1.73586	2
82926.43	0.0	0.0	4	2.335897	3
268603.3975	0.0	0.0	5	3.966444	4
208622.5925	0.0	0.0	5	6.298149	5
29838.25	0.0	0.0	4	8.300786	6
238608.08	0.0	0.0	8	13.94722	7
82925.12	0.0	0.0	4	12.770612	7
208709.84	0.0	0.0	6	10.762668	7
208600.8375	0.0	0.0	6	9.033233	7
208603.1825	0.0	0.0	6	8.909203	7
135472.0225	0.0	0.0	4	11.944025	8
82926.1	0.0	0.0	4	10.331077	8
49344.4725	0.0	0.0	4	13.191308	9
49344.4725	0.0	0.0	4	11.690938	9
82919.6725	0.0	0.0	4	27.217303	9
82926.43	0.0	0.0	4	4.843871	9
208662.3875	0.0	0.0	6	4.96399	9
2826.45	0.0	0.0	4	7.077247	10
82931.5925	0.0	0.0	4	5.46011	10
268604.8825	0.0	0.0	8	9.805906	11
262.74368	0.0	557754.291969	4	7.576439	11
123494.9725	0.0	0.0	4	10.284147	12
48.24522	0.0	1472878.445737	7	8.317267	12
8163.2875	0.0	0.0	4	10.840885	13
283.63618	0.0	0.0	4	8.870374	13
209470.392305	0.0	0.0	5	13.036549	14
56835.04	0.0	0.0	4	14.468759	15
157819.665	0.0	0.0	5	15.463793	16
58811.17	0.0	0.0	4	16.368875	17
56834.2675	0.0	0.0	6	19.7959	18
183851.86272	0.0	0.0	12	26.025889	19
96.30618	0.0	0.0	4	47.658216	19
58509.895	0.0	0.0	4	23.708711	19
96.30618	0.0	0.0	4	23.821007	19
410.91772	0.0	0.0	7	15.714088	19
123494.7175	0.0	0.0	5	19.553988	20
181.26618	0.0	0.0	4	48.523074	20
123513.455	0.0	0.0	5	19.388893	21
135472.0225	0.0	0.0	4	16.825049	21
105.90868	0.0	0.0	4	18.082389	21
309.69868	0.0	0.0	4	16.430054	21
8.44368	0.0	0.0	4	20.087818	21
7863.365	0.0	0.0	4	16.559949	22
58755.905	0.0	0.0	4	13.918727	22
202.74368	0.0	0.0	4	14.034096	22
56834.0375	0.0	0.0	7	14.90035	22
135475.2975	0.0	0.0	4	22.844131	23
222.55618	0.0	0.0	4	14.000295	23
2035.84272	0.0	0.0	7	14.358418	23
10000.1375	0.0	0.0	5	17.985735	24
157819.65	0.0	0.0	7	21.095701	25
113149.2575	0.0	0.0	5	27.979919	26
63.87618	0.0	0.0	4	18.618174	26
56834.6675	0.0	0.0	5	19.204802	26
5887.0575	0.0	0.0	4	22.226774	27
238598.2325	0.0	0.0	6	50.663709	27
5885.735	0.0	0.0	4	18.718741	27
9946.7171	0.0	0.0	11	18.797237	27
309.69868	0.0	0.0	4	18.932999	27
63.87618	0.0	0.0	4	18.710081	27
135490.03	0.0	0.0	7	29.171613	28
154141.10022	0.0	0.0	8	21.029217	28
90434.3525	0.0	0.0	7	26.040696	29
90426.835	0.0	0.0	7	28.150881	30
90427.0275	0.0	0.0	5	36.420099	31
142.83368	0.0	0.0	4	28.007575	31
106994.6575	0.0	0.0	7	35.473673	32
205.28618	0.0	0.0	4	38.599841	32
113155.085	0.0	0.0	4	36.486304	33
64334.045	0.0	0.0	9	39.307426	34
7863.365	0.0	0.0	4	41.739138	34
157819.7025	0.0	0.0	10	52.933959	35
379.4644	0.0	292478.31115	5	50.079315	35
208598.3625	0.0	0.0	6	67.656923	36
379.4644	0.0	0.0	5	60.905673	36
14439.574637	0.0	0.0	8	71.304632	37
29033.0325	0.0	0.0	4	68.597481	38
116.72618	0.0	0.0	4	78.460093	38
157900.6625	0.0	0.0	10	111.555411	39
106.42618	0.0	0.0	4	109.71899	39
29033.5925	0.0	0.0	5	122.981249	40
300.99618	0.0	0.0	4	107.446219	40
539.064566	0.0	0.0	16	112.123877	41
8164.735	0.0	0.0	5	108.061906	42
7167.7	0.0	0.0	6	117.922561	43
1812.62272	0.0	0.0	8	112.93259	43
44.69368	0.0	0.0	4	107.690367	43
